id,question_id,item_type,item_key,parent_key,label,value,sort_order,correct_value,correct_order,is_correct
q079_blank_2,q079,dropdown_blank,select02,,<select02>,,2,{hate_result.severity},,
q079_opt_1_1,q079,dropdown_option,opt1_1,select01,blocklist_match,blocklist_match,1,,,
q079_opt_1_2,q079,dropdown_option,opt1_2,select01,categories_analysis,categories_analysis,2,,,
q079_opt_1_3,q079,dropdown_option,opt1_3,select01,content,content,3,,,
q079_opt_2_1,q079,dropdown_option,opt2_1,select02,{hate_result.blocklist_item_id},{hate_result.blocklist_item_id},1,,,
q079_opt_2_2,q079,dropdown_option,opt2_2,select02,{hate_result.blocklist_item_text},{hate_result.blocklist_item_text},2,,,
q079_opt_2_3,q079,dropdown_option,opt2_3,select02,{hate_result.category},{hate_result.category},3,,,
q079_opt_2_4,q079,dropdown_option,opt2_4,select02,{hate_result.severity},{hate_result.severity},4,,,
q080_a,q080,choice,A,,A. スキル,A,1,,,False
q080_b,q080,choice,B,,B. Waterfall,B,2,,,True
q080_c,q080,choice,C,,C. 適応型,C,3,,,False
q080_d,q080,choice,D,,D. コンポーネント,D,4,,,False
q081_1,q081,drag_item,1,,翻訳対象ファイルのリストを使用して、非同期翻訳を実行します。,1,1,,,
q081_2,q081,drag_item,2,,ドイツ語ファイル用のコンテナに用語集ファイルをアップロードします。,2,2,,,
q081_3,q081,drag_item,3,,フランス語ファイル用のコンテナに用語集ファイルをアップロードします。,3,3,,1,
q081_4,q081,drag_item,4,,翻訳対象ファイルのリストを生成します。,4,4,,,
q081_5,q081,drag_item,5,,フランス語をターゲットとするドキュメント翻訳仕様を定義します。,5,5,,2,
q081_6,q081,drag_item,6,,ドキュメント翻訳仕様を使用して、非同期翻訳を実行します。,6,6,,3,
q082_blank_1,q082,dropdown_blank,select01,,<select01>,,1,TextTranslationClient,,
q082_opt_1_1,q082,dropdown_option,opt1_1,select01,TextTranslationClient,TextTranslationClient,1,,,
q082_opt_1_2,q082,dropdown_option,opt1_2,select01,TranslateAsync,TranslateAsync,2,,,
q082_opt_1_3,q082,dropdown_option,opt1_3,select01,TranslationRecohnizer,TranslationRecohnizer,3,,,
q082_opt_1_4,q082,dropdown_option,opt1_4,select01,Transliterrate,Transliterrate,4,,,
q082_blank_2,q082,dropdown_blank,select02,,<select02>,,2,client.TranslateAsync(,,
q082_opt_2_1,q082,dropdown_option,opt2_1,select02,client.Translate(,client.Translate(,1,,,
q082_opt_2_2,q082,dropdown_option,opt2_2,select02,client.TranslateAsync(,client.TranslateAsync(,2,,,
q082_opt_2_3,q082,dropdown_option,opt2_3,select02,client.Transliterrate(,client.Transliterrate(,3,,,
q082_opt_2_4,q082,dropdown_option,opt2_4,select02,translator.RecognizeOnceAsync(,translator.RecognizeOnceAsync(,4,,,
q083_a,q083,choice,A,,A. 代替の質問を追加します。,A,1,,,False
q083_b,q083,choice,B,,B. 雑談を有効にします。,B,2,,,False
q083_c,q083,choice,C,,C. フォローアッププロンプトを追加します。,C,3,,,True
q083_d,q083,choice,D,,D. アクティブラーニングを有効にします。,D,4,,,False
q084_a,q084,choice,A,,A. Azure Key Vault に Azure Cognitive Services のキーが生成されました。,A,1,,,False
q084_b,q084,choice,B,,B. 新しいクエリ キーが生成されました。,B,2,,,False
q084_c,q084,choice,C,,C. プライマリ サブスクリプション キーとセカンダリ サブスクリプション キーがローテーションされました。,C,3,,,False
q084_d,q084,choice,D,,D. セカンダリサブスクリプションキーがリセットされました。,D,4,,,True
q085_a,q085,choice,A,,A. QnADialogResponseOptions.CardNoMatchText,A,1,,,False
q085_b,q085,choice,B,,B. Qna MakerOptions-ScoreThreshold,B,2,,,False
q085_c,q085,choice,C,,C. Qna Maker オプション ストリックフィルター,C,3,,,False
q085_d,q085,choice,D,,D. QnaMakerOptions.RankerType,D,4,,,True
q086_a,q086,choice,A,,A. 言語スタジオ,A,1,,,False
q086_b,q086,choice,B,,B. Azure AI Foundry,B,2,,,True
q086_c,q086,choice,C,,C. スピーチスタジオ,C,3,,,False
q086_d,q086,choice,D,,D. Azureポータル,D,4,,,False
q087_blank_1,q087,dropdown_blank,select01,,顧客からの電話をテキストクエリに変換します:<select01>。,,1,SpeechRecognizer,,
q087_opt_1_1,q087,dropdown_option,opt1_1,select01,SpeechRecognizer,SpeechRecognizer,1,,,
q087_opt_1_2,q087,dropdown_option,opt1_2,select01,SpeechSynthesizer,SpeechSynthesizer,2,,,
q087_opt_1_3,q087,dropdown_option,opt1_3,select01,TranslationRecognizer,TranslationRecognizer,3,,,
q087_opt_1_4,q087,dropdown_option,opt1_4,select01,VoiceProfileClient,VoiceProfileClient,4,,,
q087_blank_2,q087,dropdown_blank,select02,,顧客に注文の詳細を提供します:<select02>。,,2,SpeechSynthesizer,,
q087_opt_2_1,q087,dropdown_option,opt2_1,select02,SpeechRecognizer,SpeechRecognizer,1,,,
q087_opt_2_2,q087,dropdown_option,opt2_2,select02,SpeechSynthesizer,SpeechSynthesizer,2,,,
q087_opt_2_3,q087,dropdown_option,opt2_3,select02,TranslationRecognizer,TranslationRecognizer,3,,,
q087_opt_2_4,q087,dropdown_option,opt2_4,select02,VoiceProfileClient,VoiceProfileClient,4,,,
q088_s1,q088,statement,S1,,解決策: Language Studio からコストのエンティティを作成し、モデルを再トレーニングして再公開します。,,1,,,False
q089_blank_1,q089,dropdown_blank,select01,,<select01>,,1,eastus.api.cognitive.microsoft.com,,
q089_opt_1_1,q089,dropdown_option,opt1_1,select01,api.cognitive.microsofttranslator.com,api.cognitive.microsofttranslator.com,1,,,
q089_opt_1_2,q089,dropdown_option,opt1_2,select01,eastus.api.cognitive.microsoft.com,eastus.api.cognitive.microsoft.com,2,,,
q089_opt_1_3,q089,dropdown_option,opt1_3,select01,portal.azure.com,portal.azure.com,3,,,
q089_blank_2,q089,dropdown_blank,select02,,<select02>,,2,/text/analytics/v3.1/languages,,
q089_opt_2_1,q089,dropdown_option,opt2_1,select02,/text/analytics/v3.1/entites/recognition/general,/text/analytics/v3.1/entites/recognition/general,1,,,
q089_opt_2_2,q089,dropdown_option,opt2_2,select02,/text/analytics/v3.1/languages,/text/analytics/v3.1/languages,2,,,
q089_opt_2_3,q089,dropdown_option,opt2_3,select02,/translator/text/v3.0/translate?to=en,/translator/text/v3.0/translate?to=en,3,,,
q089_opt_2_4,q089,dropdown_option,opt2_4,select02,/translator/text/v3.0/translate?to=fr,/translator/text/v3.0/translate?to=fr,4,,,
q090_a,q090,choice,A,,A. Azure AI Foundry コンテンツの安全性,A,1,,,False
q090_b,q090,choice,B,,B. Azure AI 音声,B,2,,,False
q090_c,q090,choice,C,,C. Azure AI言語,C,3,,,True
q090_d,q090,choice,D,,D. Azure AI翻訳,D,4,,,False
q091_blank_1,q091,dropdown_blank,select01,,道路標識を識別し、それぞれの道路標識の簡単な説明を生成します:<select01>。,,1,Azure AI Vision,,
q091_blank_2,q091,dropdown_blank,select02,,説明を分析して、さまざまな種類の道路標識と、それぞれの種類の出現頻度に関するレポートを生成します:<select02>。,,2,Azure AI Phi-3-mini,,
q091_opt_1_1,q091,dropdown_option,opt1_1,select01,Azure AI Document Intelligence,Azure AI Document Intelligence,1,,,
q091_opt_1_2,q091,dropdown_option,opt1_2,select01,Azure AI Phi-3-mini,Azure AI Phi-3-mini,2,,,
q091_opt_1_3,q091,dropdown_option,opt1_3,select01,Azure AI Vision,Azure AI Vision,3,,,
q091_opt_1_4,q091,dropdown_option,opt1_4,select01,Azure OpenAI GPT-4-Turbo,Azure OpenAI GPT-4-Turbo,4,,,
q091_opt_2_1,q091,dropdown_option,opt2_1,select02,Azure AI Document Intelligence,Azure AI Document Intelligence,1,,,
q091_opt_2_2,q091,dropdown_option,opt2_2,select02,Azure AI Phi-3-mini,Azure AI Phi-3-mini,2,,,
q091_opt_2_3,q091,dropdown_option,opt2_3,select02,Azure AI Vision,Azure AI Vision,3,,,
q091_opt_2_4,q091,dropdown_option,opt2_4,select02,Azure OpenAI GPT-4-Turbo,Azure OpenAI GPT-4-Turbo,4,,,
q092_blank_1,q092,dropdown_blank,select01,,<select01>,,1,ChatCompletionsOptions(),,
q092_blank_2,q092,dropdown_blank,select02,,<select02>,,2,AzureCognitiveSearchChatExtensionConfiguration,,
q092_opt_1_1,q092,dropdown_option,opt1_1,select01,ChatCompletionsOptions(),ChatCompletionsOptions(),1,,,
q092_opt_1_2,q092,dropdown_option,opt1_2,select01,CompletionsOptions(),CompletionsOptions(),2,,,
q092_opt_1_3,q092,dropdown_option,opt1_3,select01,StreamingChatCompletions(),StreamingChatCompletions(),3,,,
q092_opt_2_1,q092,dropdown_option,opt2_1,select02,AzureChatExtensionConfiguration,AzureChatExtensionConfiguration,1,,,
q092_opt_2_2,q092,dropdown_option,opt2_2,select02,AzureChatExtensionsOptions,AzureChatExtensionsOptions,2,,,
q092_opt_2_3,q092,dropdown_option,opt2_3,select02,AzureCognitiveSearchChatExtensionConfiguration,AzureCognitiveSearchChatExtensionConfiguration,3,,,
q093_a,q093,choice,A,,A. オンライントランザクション処理（OLTP）,A,1,,,False
q093_b,q093,choice,B,,B. オンライン分析処理（OLAP）,B,2,,,True
q093_c,q093,choice,C,,C. バッチ処理,C,3,,,False
q093_d,q093,choice,D,,D. ストリーム処理,D,4,,,False
q094_s1,q094,statement,S1,,解決策: Language Studio から、chitchat ソースを qna_chitchit_friindly.tsv に変更し、モデルを再トレーニングして再公開します。,,1,,,False
q095_1,q095,drag_item,1,,Custom Vision ポータルからプロジェクトを開きます。,1,1,,1.0,
q095_2,q095,drag_item,2,,Azure Machine Learning Studio からワークスペースを開きます。,2,2,,,
q095_3,q095,drag_item,3,,Vison Studio からプロジェクトを開きます。,3,3,,,
q095_4,q095,drag_item,4,,新製品のサンプル画像をアップロードします。,4,4,,2.0,
q095_5,q095,drag_item,5,,サンプル画像にラベルを付けます。,5,5,,3.0,
q095_6,q095,drag_item,6,,モデルを再トレーニングします。,6,6,,4.0,
q095_7,q095,drag_item,7,,モデルを公開します。,7,7,,5.0,
q096_s1,q096,statement,S1,,このコードは、基盤となるストレージ層に UserProfile オブジェクトを作成し、管理します。,,1,,,True
q096_s2,q096,statement,S2,,このコードは、基盤となるストレージ層に ConversationData オブジェクトを作成し、管理します。,,2,,,True
q096_s3,q096,statement,S3,,UserProfile オブジェクトと ConversationData オブジェクトは、Bot Framework ランタイムが終了しても保持されます。,,3,,,False
q097_blank_1,q097,dropdown_blank,select01,,<select01>,,1,AnalyzeTextOptions(text);,,
q097_blank_2,q097,dropdown_blank,select02,,<select02>,,2,client.AnalyzeText(request),,
q097_opt_1_1,q097,dropdown_option,opt1_1,select01,AnalyzeText(text);,AnalyzeText(text);,1,,,
q097_opt_1_2,q097,dropdown_option,opt1_2,select01,AnalyzeTextOptions(text);,AnalyzeTextOptions(text);,2,,,
q097_opt_1_3,q097,dropdown_option,opt1_3,select01,AnalyzeImanage(text);,AnalyzeImanage(text);,3,,,
q097_opt_1_4,q097,dropdown_option,opt1_4,select01,client.AnalizeText(text);,client.AnalizeText(text);,4,,,
q097_opt_2_1,q097,dropdown_option,opt2_1,select02,AnalyzeImage(request),AnalyzeImage(request),1,,,
q097_opt_2_2,q097,dropdown_option,opt2_2,select02,client.AnalyzeImage(request),client.AnalyzeImage(request),2,,,
q097_opt_2_3,q097,dropdown_option,opt2_3,select02,client.AnalyzeText(request),client.AnalyzeText(request),3,,,
q097_opt_2_4,q097,dropdown_option,opt2_4,select02,request.Analyzeimage(Client),request.Analyzeimage(Client),4,,,
q098_a,q098,choice,A,,A. 顔,A,1,,,False
q098_b,q098,choice,B,,B. コンピュータービジョン,B,2,,,True
q098_c,q098,choice,C,,C. Azure Video Analyzer for Media (旧称 Video indexer),C,3,,,False
q099_a,q099,choice,A,,A. SOL言語のバリアントを使用して、データが照会および操作されます,A,1,,,True
q099_b,q099,choice,B,,B. テーブル間の依存関係の欠如,B,2,,,False
q099_c,q099,choice,C,,C. 柔軟なデータ構造,C,3,,,False
q099_d,q099,choice,D,,D. 大量の重複データ,D,4,,,False
q100_blank_1,q100,dropdown_blank,select01,,<select01> を使用して Al1 へのアクセスを提供します。,,1,A bearer token,,
q100_blank_2,q100,dropdown_blank,select02,,<select02> を使用してデプロイメントに接続します。,,2,A deployment name,,
q100_opt_1_1,q100,dropdown_option,opt1_1,select01,An API Key,An API Key,1,,,
q100_opt_1_2,q100,dropdown_option,opt1_2,select01,A bearer token,A bearer token,2,,,
q100_opt_1_3,q100,dropdown_option,opt1_3,select01,A shared access signature(SAS) token.,A shared access signature(SAS) token.,3,,,
q100_opt_2_1,q100,dropdown_option,opt2_1,select02,An API Key,An API Key,1,,,
q100_opt_2_2,q100,dropdown_option,opt2_2,select02,A depoloyment endpoint,A depoloyment endpoint,2,,,
q100_opt_2_3,q100,dropdown_option,opt2_3,select02,A deployment name,A deployment name,3,,,
q100_opt_2_4,q100,dropdown_option,opt2_4,select02,A deployment type,A deployment type,4,,,
q101_a,q101,choice,A,,A. アイデンティティ,A,1,,,False
q101_b,q101,choice,B,,B. キーとエンドポイント,B,2,,,True
q101_c,q101,choice,C,,C. プロパティ,C,3,,,False
q101_d,q101,choice,D,,D. ネットワーキング,D,4,,,False
q102_s1,q102,statement,S1,,解決策: Content Safety Studio から、テキスト コンテンツのモデレート機能を使用してテストを実行します。,,1,,,True
q103_a,q103,choice,A,,A. 言語,A,1,,,False
q103_b,q103,choice,B,,B. スピーチ,B,2,,,False
q103_c,q103,choice,C,,C. Azure コグニティブ サービス,C,3,,,True
q103_d,q103,choice,D,,D. コンテンツモデレーター,D,4,,,False
q104_drag_1,q104,drag_item,1,,カテゴリー別に画像をアップロードします。,1,1,,,
q104_drag_2,q104,drag_item,2,,タグの提案を取得します。,2,2,,2,
q104_drag_3,q104,drag_item,3,,すべての画像をアップロードします。,3,3,,1,
q104_drag_4,q104,drag_item,4,,画像をローカルのカテゴリーフォルダにグループ化します。,4,4,,,
q104_drag_5,q104,drag_item,5,,提案を確認し、タグを確定します。,5,5,,3,
q104_drag_6,q104,drag_item,6,,画像に手動でタグを付けます。,6,6,,,
q105_s1,q105,statement,S1,,このコードは、検出された各ブランドの名前を75%以上の信頼度で返します。,,1,,,True
q105_s2,q105,statement,S2,,このコードは、表示されているブランドのブランドロゴを含む四角形の左下隅の座標を返します。,,2,,,False
q105_s3,q105,statement,S3,,このコードは、表示されているブランドのブランドロゴを含む四角形の右下隅の座標を返します。,,3,,,False
q106_a,q106,choice,A,,A. サブスクリプションキーとクライアントトレースID,A,1,,,False
q106_b,q106,choice,B,,B. サブスクリプションキー、サブスクリプションリージョン、コンテンツタイプ,B,2,,,True
q106_c,q106,choice,C,,C. リソースIDとコンテンツ言語,C,3,,,False
q106_d,q106,choice,D,,D. アクセス制御要求、コンテンツタイプ、コンテンツの長さ,D,4,,,False
q107_s1,q107,statement,S1,,解決策: Content Safety Studio から、オンライン アクティビティの監視機能を使用してテストを実行します。,,1,,,False
q108_blank_1,q108,dropdown_blank,select01,,<select01>,,1,CreateFunctionFromPrompt,,
q108_blank_2,q108,dropdown_blank,select02,,<select02>,,2,FunctionChoiceBehaviour.Required,,
q108_opt_1_1,q108,dropdown_option,opt1_1,select01,CreateFunctionFromMethod,CreateFunctionFromMethod,1,,,
q108_opt_1_2,q108,dropdown_option,opt1_2,select01,CreateFunctionFromPrompt,CreateFunctionFromPrompt,2,,,
q108_opt_1_3,q108,dropdown_option,opt1_3,select01,CreatePluginFromFunctions,CreatePluginFromFunctions,3,,,
q108_opt_2_1,q108,dropdown_option,opt2_1,select02,FunctionChoiceBehaviour.Auto,FunctionChoiceBehaviour.Auto,1,,,
q108_opt_2_2,q108,dropdown_option,opt2_2,select02,FunctionChoiceBehaviour.None,FunctionChoiceBehaviour.None,2,,,
q108_opt_2_3,q108,dropdown_option,opt2_3,select02,FunctionChoiceBehaviour.Required,FunctionChoiceBehaviour.Required,3,,,
q109_blank_1,q109,dropdown_blank,select01,,<select01>,,1,ContentSafetyClient,,
q109_blank_2,q109,dropdown_blank,select02,,<select02>,,2,AnalyzeTextOptions,,
q109_opt_1_1,q109,dropdown_option,opt1_1,select01,AnalyzeTextOptions,AnalyzeTextOptions,1,,,
q109_opt_1_2,q109,dropdown_option,opt1_2,select01,BlocklistClient,BlocklistClient,2,,,
q109_opt_1_3,q109,dropdown_option,opt1_3,select01,ContentSafetyClient,ContentSafetyClient,3,,,
q109_opt_1_4,q109,dropdown_option,opt1_4,select01,TextCategoriesAnalysis,TextCategoriesAnalysis,4,,,
q109_opt_2_1,q109,dropdown_option,opt2_1,select02,AddorUpdateTextBlocklistItemsOptions,AddorUpdateTextBlocklistItemsOptions,1,,,
q109_opt_2_2,q109,dropdown_option,opt2_2,select02,AnalyzeTextOptions,AnalyzeTextOptions,2,,,
q109_opt_2_3,q109,dropdown_option,opt2_3,select02,TextBlockListMatch,TextBlockListMatch,3,,,
q109_opt_2_4,q109,dropdown_option,opt2_4,select02,TextCategoriesAnalysis,TextCategoriesAnalysis,4,,,
q110_blank_1,q110,dropdown_blank,select01,,<select01>,,1,"TranslateAsync(targetLanguage, input)",,
q110_blank_2,q110,dropdown_blank,select02,,<select02>,,2,"{translation?.Translations?[0]?.Text}.""",,
q110_opt_1_1,q110,dropdown_option,opt1_1,select01,"Translate(targetLanguage, input)","Translate(targetLanguage, input)",1,,,
q110_opt_1_2,q110,dropdown_option,opt1_2,select01,"TranslateAsync(targetLanguage, input)","TranslateAsync(targetLanguage, input)",2,,,
q110_opt_1_3,q110,dropdown_option,opt1_3,select01,TranslationRecognizer,TranslationRecognizer,3,,,
q110_opt_2_1,q110,dropdown_option,opt2_1,select02,translations.Value'.,translations.Value'.,1,,,
q110_opt_2_2,q110,dropdown_option,opt2_2,select02,translations[0].text.,translations[0].text.,2,,,
q110_opt_2_3,q110,dropdown_option,opt2_3,select02,{Translations.Text}.,{Translations.Text}.,3,,,
q110_opt_2_4,q110,dropdown_option,opt2_4,select02,"{translation?.Translations?[0]?.Text}.""","{translation?.Translations?[0]?.Text}.""",4,,,
q111_s1,q111,statement,S1,,選択されたモデルは、意図したユースケースに適しています。,,1,,,False
q111_s2,q111,statement,S2,,テキストコンテンツは70%以上の信頼度で認識されました。,,2,,,True
q111_s3,q111,statement,S3,,フォーム要素は70%以上の信頼度で認識されました。,,3,,,False
q112_b1,q112,dropdown_blank,select01,,<select01>,,1,Batch,,
q112_b2,q112,dropdown_blank,select02,,<select02>,,2,Streaming,,
q112_b3,q112,dropdown_blank,select03,,<select03>,,3,Batch,,
q112_o1,q112,dropdown_option,opt1,select01,Batch,Batch,1,,,
q112_o2,q112,dropdown_option,opt2,select01,Streaming,Streaming,2,,,
q112_o3,q112,dropdown_option,opt3,select02,Batch,Batch,1,,,
q112_o4,q112,dropdown_option,opt4,select02,Streaming,Streaming,2,,,
q112_o5,q112,dropdown_option,opt5,select03,Batch,Batch,1,,,
q112_o6,q112,dropdown_option,opt6,select03,Streaming,Streaming,2,,,
q113_s1,q113,statement,S1,,このコードは顔認識を実行します。,,1,,,False
q113_s2,q113,statement,S2,,このコードはタグとそれに関連付けられた信頼度をリストします。,,2,,,True
q113_s3,q113,statement,S3,,このコードはローカルファイルシステムから画像ファイルを読み取ります。,,3,,,True
q114_a,q114,choice,A,,A. 1 GB,A,1,,,False
q114_b,q114,choice,B,,B. 10GB,B,2,,,False
q114_c,q114,choice,C,,C. 100GB,C,3,,,True
q114_d,q114,choice,D,,D. 1TB,D,4,,,False
q115_a,q115,choice,A,,A.耐久性,A,1,,,False
q115_b,q115,choice,B,,B.原子論,B,2,,,False
q115_c,q115,choice,C,,C.一貫性,C,3,,,False
q115_d,q115,choice,D,,D.分離,D,4,,,True
q116_a,q116,choice,A,,A.円柱状,A,1,,,False
q116_b,q116,choice,B,,B. キー/値,B,2,,,False
q116_c,q116,choice,C,,C. ドキュメント,C,3,,,False
q116_d,q116,choice,D,,D. オブジェクト,D,4,,,True
q117_drag_1,q117,drag_item,1,,新しい言語サービスインスタンスから、プロジェクトファイルをインポートします。,1,1,,2,
q117_drag_2,q117,drag_item,2,,新しい言語サービスインスタンスから、カスタムテキスト分類を有効にします。,2,2,,,
q117_drag_3,q117,drag_item,3,,新しい言語サービスインスタンスから、プロジェクトをトレーニングして公開します。,3,3,,3,
q117_drag_4,q117,drag_item,4,,元の言語サービスインスタンスから、既存のプロジェクトをエクスポートします。,4,4,,1,
q117_drag_5,q117,drag_item,5,,新しい言語サービスインスタンスから、キーを再生成します。,5,5,,,
q117_drag_6,q117,drag_item,6,,元の言語サービスインスタンスから、モデルをトレーニングして公開します。,6,6,,,
q118_a,q118,choice,A,,A. 検索サービス貢献者,A,1,,,False
q118_b,q118,choice,B,,B. Cognitive Services OpenAI 貢献者,B,2,,,True
q118_c,q118,choice,C,,C. Cognitive Services コントリビューター,C,3,,,False
q118_d,q118,choice,D,,D. 検索インデックス データ コントリビューター,D,4,,,False
q119_a,q119,choice,A,,A. 取り消す,A,1,,,False
q119_b,q119,choice,B,,B.更新,B,2,,,True
q119_c,q119,choice,C,,C. ドロップ,C,3,,,False
q119_d,q119,choice,D,,D. 作成,D,4,,,False
q120_a,q120,choice,A,,A. エクセル,A,1,,,True
q120_b,q120,choice,B,,B. TSV,B,2,,,True
q120_c,q120,choice,C,,C. JSON,C,3,,,False
q120_d,q120,choice,D,,D. 読み取り,D,4,,,False
q120_e,q120,choice,E,,E. CSV,E,5,,,False
q121_drag_1,q121,drag_item,1,,ドキュメントクラッキング,1,1,,1,
q121_drag_2,q121,drag_item,2,,スキルセット実行,2,2,,3,
q121_drag_3,q121,drag_item,3,,インデックスへのプッシュ,3,3,,5,
q121_drag_4,q121,drag_item,4,,出力フィールドマッピング,4,4,,4,
q121_drag_5,q121,drag_item,5,,フィールドマッピング,5,5,,2,
q122_a,q122,choice,A,,A. ファイル1とファイル2のみ,A,1,,,True
q122_b,q122,choice,B,,B. ファイル2、ファイル4、ファイル5のみ,B,2,,,False
q122_c,q122,choice,C,,C. ファイル1、ファイル2、ファイル4のみ,C,3,,,False
q122_d,q122,choice,D,,D. ファイル1とファイル5のみ,D,4,,,False
q122_e,q122,choice,E,,E. ファイル1、ファイル2、ファイル3、ファイル4、ファイル5,E,5,,,False
q123_a,q123,choice,A,,A. ファイル1.pdf とファイル3.docx のみ,A,1,,,False
q123_b,q123,choice,B,,B. File1.pdf、File2jpg、File5.png のみ,B,2,,,False
q123_c,q123,choice,C,,C. File1.pdf、File2.jpg、File3.docxのみ,C,3,,,False
q123_d,q123,choice,D,,D. File1.pdf、File2.jpg、File3.docx、File5.pngのみ,D,4,,,True
q123_e,q123,choice,E,,E. ファイル1.pdf、ファイル2.jpg、ファイル3.docx、ファイル4.webp、ファイル5.png,E,5,,,False
q124_a,q124,choice,A,,A. キーフレーズ抽出,A,1,,,False
q124_b,q124,choice,B,,B. 光学文字認識（OCR）,B,2,,,True
q124_c,q124,choice,C,,C. ドキュメント抽出,C,3,,,False
q124_d,q124,choice,D,,D. 画像解析,D,4,,,False
q125_a,q125,choice,A,,A. コンポーネント,A,1,,,False
q125_b,q125,choice,B,,B. ウォーターフォール,B,2,,,True
q125_c,q125,choice,C,,C. 適応型,C,3,,,False
q125_d,q125,choice,D,,D. アクション,D,4,,,False
q126_a,q126,choice,A,,A. 単変量異常検出,A,1,,,False
q126_b,q126,choice,B,,B. Azure ストリーム分析,B,2,,,False
q126_c,q126,choice,C,,C. Azure Monitor のメトリック アラート,C,3,,,True
q126_d,q126,choice,D,,D. 多変量異常検出,D,4,,,False
q127_blank_1,q127,dropdown_blank,select01,,メッセージをキャプチャするには:<select01>,,1,Speech-to-text,,
q127_blank_2,q127,dropdown_blank,select02,,メッセージを再生するには:<select02>,,2,Text-to-speech and Translator,,
q127_opt_1_1,q127,dropdown_option,opt1_1,select01,Speaker Recognition,Speaker Recognition,1,,,
q127_opt_1_2,q127,dropdown_option,opt1_2,select01,Speech-to-text,Speech-to-text,2,,,
q127_opt_1_3,q127,dropdown_option,opt1_3,select01,Text-to-speech,Text-to-speech,3,,,
q127_opt_1_4,q127,dropdown_option,opt1_4,select01,Translator,Translator,4,,,
q127_opt_2_1,q127,dropdown_option,opt2_1,select02,Speech-to-text only,Speech-to-text only,1,,,
q127_opt_2_2,q127,dropdown_option,opt2_2,select02,Speech-to-text and Language,Speech-to-text and Language,2,,,
q127_opt_2_3,q127,dropdown_option,opt2_3,select02,Speaker Recognition and Language,Speaker Recognition and Language,3,,,
q127_opt_2_4,q127,dropdown_option,opt2_4,select02,Text-to-speech and Language,Text-to-speech and Language,4,,,
q127_opt_2_5,q127,dropdown_option,opt2_5,select02,Text-to-speech and Translator,Text-to-speech and Translator,5,,,
q128_blank_1,q128,dropdown_blank,select01,,Project type:<select01>,,1,Object detection,,
q128_blank_2,q128,dropdown_blank,select02,,Domain:<select02>,,2,General(compact),,
q128_opt_1_1,q128,dropdown_option,opt1_1,select01,Food,Food,1,,,
q128_opt_1_2,q128,dropdown_option,opt1_2,select01,General,General,2,,,
q128_opt_1_3,q128,dropdown_option,opt1_3,select01,General(compact),General(compact),3,,,
q128_opt_1_4,q128,dropdown_option,opt1_4,select01,Image classification,Image classification,4,,,
q128_opt_1_5,q128,dropdown_option,opt1_5,select01,Logo,Logo,5,,,
q128_opt_1_6,q128,dropdown_option,opt1_6,select01,Object detection,Object detection,6,,,
q128_opt_2_1,q128,dropdown_option,opt2_1,select02,Food,Food,1,,,
q128_opt_2_2,q128,dropdown_option,opt2_2,select02,General,General,2,,,
q128_opt_2_3,q128,dropdown_option,opt2_3,select02,General(compact),General(compact),3,,,
q128_opt_2_4,q128,dropdown_option,opt2_4,select02,Image classification,Image classification,4,,,
q128_opt_2_5,q128,dropdown_option,opt2_5,select02,Logo,Logo,5,,,
q128_opt_2_6,q128,dropdown_option,opt2_6,select02,Object detection,Object detection,6,,,
q129_s1,q129,statement,S1,,解決策: service1 とパブリック エンドポイントを新しい仮想ネットワークにデプロイし、Azure Private Link を構成します。,,1,,,True
q130_a,q130,choice,A,,A. テキスト分析,A,1,,,True
q130_b,q130,choice,B,,B. コンテンツモデレーター,B,2,,,False
q130_c,q130,choice,C,,C. コンピュータービジョン,C,3,,,False
q130_d,q130,choice,D,,D. フォーム認識機能,D,4,,,False
q131_select01,q131,dropdown_blank,select01,,<select01>,,1,prebuilt-layout,,
q131_select01_opt1,q131,dropdown_option,opt1,select01,prebuilt-contract,prebuilt-contract,1,,,
q131_select01_opt2,q131,dropdown_option,opt2,select01,prebuilt-document,prebuilt-document,2,,,
q131_select01_opt3,q131,dropdown_option,opt3,select01,prebuilt-layout,prebuilt-layout,3,,,
q131_select01_opt4,q131,dropdown_option,opt4,select01,prebuilt-read,prebuilt-read,4,,,
q131_select02,q131,dropdown_blank,select02,,<select02>,,2,Ocp-Apim-Subscription-Key,,
q131_select02_opt1,q131,dropdown_option,opt1,select02,Key1,Key1,1,,,
q131_select02_opt2,q131,dropdown_option,opt2,select02,Ocp-Apim-Subscription-Key,Ocp-Apim-Subscription-Key,2,,,
q131_select02_opt3,q131,dropdown_option,opt3,select02,Secret,Secret,3,,,
q131_select02_opt4,q131,dropdown_option,opt4,select02,Subscription-Key,Subscription-Key,4,,,
q132_a,q132,choice,A,,A. テキスト埋め込み-ada-002,A,1,,,true
q132_b,q132,choice,B,,B. GPT-4,B,2,,,false
q132_c,q132,choice,C,,C. GPT-35ターボ,C,3,,,false
q132_d,q132,choice,D,,D. GPT-4-32k,D,4,,,false
q133_a,q133,choice,A,,A. az resource link,A,1,,,false
q133_b,q133,choice,B,,B. az account list,B,2,,,false
q133_c,q133,choice,C,,C. az cognitivesservices account network-rule,C,3,,,false
q133_d,q133,choice,D,,D. az congnitiveservices account show,D,4,,,true
